	z_coordinate_0	z_coordinate_1
825	0.16792038	0.07181324
826	0.16839528	0.07166158
827	0.16800103	0.07179336
828	0.16793743	0.07177715
829	0.16789554	0.07177882
830	0.16850553	0.07163645
831	0.16772935	0.07203795
832	0.16802287	0.07191442
833	0.1681193	0.07148881
834	0.16797295	0.07172121
835	0.16846609	0.0715778
836	0.16794258	0.071753606
837	0.2851836	0.045063928
838	0.168202	0.071764335
839	0.16798629	0.07175483
840	0.17042387	0.075458124
841	0.1684759	0.07140656
842	0.16798282	0.07178937
843	0.16787922	0.07176985
844	0.16729431	0.07205926
845	0.16805644	0.071734145
846	0.16794923	0.07175411
847	0.16798326	0.07175247
848	0.16791642	0.071776345
849	0.16794415	0.07178749
850	0.17153244	0.072308436
851	0.1679759	0.07174347
852	0.16795495	0.07175262
853	0.16877902	0.073416844
854	0.16757557	0.07080008
855	0.16786161	0.072135165
856	0.16780417	0.07174559
857	0.17112805	0.071132496
858	0.16884448	0.07028772
859	0.16813244	0.07170622
860	0.16774094	0.0718552
861	0.16796562	0.07181473
862	0.16793431	0.07177846
863	0.16801901	0.071833715
864	0.16792238	0.07176079
865	0.1680299	0.07169981
866	0.16786583	0.07177691
867	0.16791926	0.071591064
868	0.16795579	0.07187684
869	0.1679965	0.071850434
870	0.16781805	0.071784094
871	0.16787855	0.07171731
872	0.16830656	0.07152112
873	0.16832471	0.07169707
874	0.16797368	0.07182787
875	0.16782564	0.07177676
876	0.16792157	0.07178871
877	0.16800693	0.07168271
878	0.1680835	0.07201804
879	0.16816051	0.07198994
880	0.16792457	0.07176553
881	0.16803567	0.07174356
882	0.16805387	0.07182439
883	0.1684668	0.07176615
884	0.16790625	0.07176824
885	0.16795984	0.07170229
886	0.16769937	0.07210176
887	0.16717754	0.07289977
888	0.1680043	0.0717244
889	0.1674581	0.072433904
890	0.16801593	0.07172908
891	0.16783282	0.071770325
892	0.16799264	0.07179181
893	0.16809775	0.071738675
894	0.16808951	0.07169296
895	0.16764517	0.071550235
896	0.16794294	0.07199021
897	0.16795617	0.07175712
898	0.16809487	0.07177885
899	0.16813985	0.07159607
900	0.1679993	0.071676925
901	0.16790326	0.07181789
902	0.16793464	0.07178374
903	0.16803338	0.071704045
904	0.1677286	0.07196273
905	0.16893695	0.072932735
906	0.16801268	0.071810976
907	0.1673761	0.072032705
908	0.16800816	0.07167934
909	0.16794585	0.07170184
910	0.16799776	0.07171197
911	0.16799828	0.0717413
912	0.16794512	0.07179926
913	0.16817582	0.07172085
914	0.16806863	0.07166518
915	0.16796617	0.07179217
916	0.16798133	0.07179828
917	0.1676171	0.071933344
918	0.16809282	0.07173745
919	0.16800046	0.07189743
920	0.16852665	0.07165213
921	0.16798925	0.07158677
922	0.16797058	0.071685985
923	0.16790429	0.07182534
924	0.16796069	0.071788326
925	0.16691627	0.07230432
926	0.16789648	0.07179974
927	0.16787918	0.07172291
928	0.1680286	0.071690336
929	0.16798408	0.07175644
930	0.1680545	0.071838334
931	0.16834784	0.07214011
932	0.16782717	0.07180633
933	0.16818029	0.07167591
934	0.1711147	0.071988925
935	0.169154	0.071619466
936	0.16811192	0.071776465
937	0.16822195	0.07175152
938	0.1679859	0.07174586
939	0.16793245	0.071782276
940	0.16790588	0.071611926
941	0.16768417	0.07194458
942	0.16790071	0.071812704
943	0.1680912	0.07167189
944	0.16797134	0.07177879
945	0.16802418	0.07166384
946	0.1679183	0.071799174
947	0.16780983	0.07173921
948	0.16835907	0.071776375
949	0.16791326	0.07176401
950	0.16796905	0.07188596
951	0.1680122	0.07171585
952	0.1681372	0.071715906
953	0.16927776	0.07137607
954	0.16793016	0.07174714
955	0.1679145	0.07177381
956	0.16793832	0.071744904
957	0.16790386	0.071860954
958	0.17158681	0.0711572
959	0.16792944	0.07166614
960	0.16802269	0.07152711
961	0.16828583	0.07173668
962	0.16795716	0.07181354
963	0.16805556	0.07174946
964	0.16796142	0.071791366
965	0.16758367	0.07186948
966	0.16791993	0.07177071
967	0.16795382	0.0717548
968	0.16817553	0.07175945
969	0.16812871	0.07188244
970	0.16781193	0.0719697
971	0.16776928	0.0717846
972	0.16809563	0.07207303
973	0.1680606	0.07177861
974	0.16821153	0.07171275
975	0.1696467	0.070910975
976	0.16714962	0.07237373
977	0.1680869	0.07194118
978	0.16810629	0.07175638
979	0.16788942	0.07173024
980	0.16795139	0.071862355
981	0.1679277	0.07173927
982	0.16800892	0.07212375
983	0.16718876	0.0719579
984	0.16794345	0.07170875
985	0.16832544	0.07175918
986	0.16820493	0.07166459
987	0.16773215	0.0716898
988	0.16804293	0.07176913
989	0.16772225	0.07223509
990	0.16768429	0.07194622
